,school,teamname,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new,year,team,unitid,vseteamname,alumni_ops_academic,alumni_ops_faculty,alumni_ops_research,alumni_ops_libraries,alumni_ops_physical_plant,alumni_ops_student_aid,alumni_ops_athletics,alumni_ops_other,alumni_ops_total,alumni_donation_rate,alumni_ugrad_donation_rate,alumni_ops_donation_rate,alumni_solicit_rate,alumni_giving_as_share_of_total,alumni_of_record,alumni_donors,alumni_total_giving,ops_athletics_donors,ops_athletics_total_ath,capital_athletics_donors,capital_athletics_total,athletics_donors,athletics_total,corporations_total_giving,expenditures_per_student,foundations_total_giving,foundations_ops_athletics,foundations_ops_total,corporations_ops_athletics,corporations_ops_total,ops_athletics_total_grand,ops_total,total_giving_2004_onwards,total_giving_pre_2004,alumni_ops_pub_serv,corporations_total,foundations_total,appdate,applicants_male,applicants_female,admits_male,admits_female,enrolled_male,enrolled_female,satdate,satnum,satpct,actnum,actpct,satvr25,satvr75,satmt25,satmt75,actcm25,actcm75,acten25,acten75,actmt25,actmt75,name,city,state,fips,control,iclevel,black,asian,hispanic,vse_alum_giving_rate,first_time_students_missing,first_time_students_total,first_time_outofstate,first_time_instate
465,Duke U.,Duke,1989.0,23.0,93.0,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,,,1435.0,1227.0,208.0
466,Duke University,Duke,1990.0,25.0,91.0,,,96.8,8.0,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,,,,,
467,Duke University,Duke,1991.0,33.0,90.0,,,96.1,11.0,1220-1390,,,1989,95.0,198419.0,"Duke University (Durham, NC)",,,,,,,,,,,,,0.9972095959595959,,79200.0,41219.0,21536846.0,,,,,,,34048627.0,,29469254.0,,,,,,,,108011121.0,,34048627.0,29469254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5204419,,,,
468,,Duke,,,,,,,,,,,1990,95.0,198419.0,"Duke University (Durham, NC)",,,,,,,,,,,,,0.9995693102811789,,81265.0,38194.0,17197098.0,,,,,,,42273676.0,,29757769.0,,,,,,,,113693144.0,,42273676.0,29757769.0,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.46999323,,,,
469,Duke University (NC),Duke,1993.0,27.0,88.0,47.0,,97.5,7.0,1220-1410,,,1991,95.0,198419.0,"Duke University (Durham, NC)",,,,,,,,,,,,,0.999462583896625,,83734.0,38812.0,18634429.0,,,,,,,49397195.0,,34887202.0,,,,,,,,127151511.0,,49397195.0,34887202.0,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.46351543,,1620.0,1420.0,200.0
470,Duke Univ.,Duke,1994.0,28.0,90.0,44.0,,97.1,9.0,1210-1410,1310,,1992,95.0,198419.0,"Duke University (Durham, NC)",,,,,,,,,,,,,0.999874768036249,,87837.0,36865.0,21025594.0,,,,,,,53443531.0,,36159243.0,,,,,,,,144672817.0,,53443531.0,36159243.0,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.41969785,,,,
471,Duke,Duke,1996.0,29.0,87.0,41.0,,98.7,,1290-1470,,,1994,95.0,198419.0,"Duke University (Durham, NC)",,,,,,,,,,,,,0.9998821676860947,,93353.0,37492.0,22740000.0,,,,,,,57754000.0,,38077000.0,,,,,,,,155164000.0,,57754000.0,38077000.0,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),8.0,8.0,3.0,0.40161538,,,,
472,Duke Univ,Duke,1997.0,31.0,85.0,39.0,,99.0,,,,,1995,95.0,198419.0,"Duke University (Durham, NC)",,,,,,,,,,,,,0.9494345617592341,,95678.0,35614.0,33240000.0,,,,,,,67245000.0,,51537000.0,,,,,,,,181258000.0,,67245000.0,51537000.0,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),7.0,8.0,3.0,0.37222767,,1653.0,1455.0,198.0
473,Duke Univ,Duke,1998.0,30.0,87.0,37.0,,97.0,,1300-1480,,4.6,1996,95.0,198419.0,"Duke University (Durham, NC)",,,,,,,,,,,,,0.9474368157167707,,97730.0,36796.0,37011000.0,,,,,,,77919000.0,,58308000.0,,,,,,,,219984000.0,,77919000.0,58308000.0,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),7.0,9.0,3.0,0.37650672,,,,
474,Duke University,Duke,1999.0,28.0,89.0,45.0,,,,,,4.6,1997,95.0,198419.0,"Duke University (Durham, NC)",,,,,,,,,,,,,0.8875977985465953,,107747.0,39835.0,52372000.0,,,,,,,94688000.0,,64442000.0,,,,,,,,254837000.0,,94688000.0,64442000.0,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),7.0,11.0,3.0,0.36970866,,1693.0,1477.0,216.0
475,Duke University,Duke,2000.0,28.0,88.0,45.0,,,,1300-1500,,4.6,1998,95.0,198419.0,"Duke University (Durham, NC)",1953680.0,,,8700.0,178111.0,93697.0,2944030.0,4270730.0,19127781.0,0.373,0.451,0.348,0.88,,111014.0,41394.0,50740200.0,7.0,2553650.0,4362.0,,4369.0,,,66803.0,,159850.0,55444473.0,687312.0,40745290.0,6141791.0,138674496.0,,234507100.0,813.0,49224200.0,87219873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37287188,,,,
476,Duke University,Duke,2001.0,26.0,86.0,45.0,,93.0,,1300-1500,,4.6,1999,95.0,198419.0,"Duke University (Durham, NC)",768262.0,,,54815.0,1079339.0,588227.0,5854938.0,4080181.0,26916606.0,0.363,0.41100000000000003,0.33899999999999997,0.995,0.223,126548.0,45947.0,56898665.0,,,,,,,,90063.0,,736924.0,79466047.0,1122854.0,44062341.0,11001643.0,174366232.0,254999006.0,269012052.0,135310.0,53274900.0,96247340.0,,,,,,,,,,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),8.0,10.0,4.0,0.3630796,1.0,1587.0,1330.0,256.0
477,Duke University,Duke,2002.0,26.0,86.0,46.0,,93.0,,,,4.6,2000,95.0,198419.0,"Duke University (Durham, NC)",1126650.0,,,55017.0,207356.0,131186.0,3236940.0,1461810.0,17892959.0,0.369,0.446,0.327,0.8809999999999999,,115612.0,42627.0,54967900.0,,,,,,,,69657.0,,299003.0,68579900.0,901895.0,41234300.0,7012089.0,154759086.0,,302558298.0,1700.0,77799630.0,100184170.0,{Not reported},,,,,,,{Not reported},,,,,,,,,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),9.0,9.0,4.0,0.3687074,,1615.0,1380.0,235.0
478,Duke University,Duke,2003.0,25.0,89.0,46.0,,94.0,,,,4.5,2001,95.0,198419.0,"Duke University (Durham, NC)",2350110.0,,,355948.0,108287.0,4002690.0,149627.0,1278665.0,20067184.0,0.389,0.46399999999999997,0.363,0.993,,117818.0,45872.0,74677483.0,,,,,,,,80630.0,,15550.0,78201934.0,13825.0,39152584.0,298378.0,163447294.0,,264424566.0,570.0,45028510.0,100438646.0,Fall 2000,6963.0,7013.0,1856.0,1817.0,832.0,783.0,Fall 2000,1496.0,93.0,,,650.0,740.0,670.0,760.0,,,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),9.0,9.0,5.0,0.38934627,1570.0,1636.0,1434.0,202.0
479,Duke University,Duke,2004.0,25.0,88.0,46.0,,94.0,,,,4.6,2002,95.0,198419.0,"Duke University (Durham, NC)",1515510.0,,,32021.0,113714.0,214217.0,6454492.0,982258.0,21776958.0,0.375,0.452,0.349,0.993,,120478.0,45171.0,51800041.0,,,,,,,,83456.0,,1706630.0,75295515.0,934793.0,38251350.0,12619718.0,167328178.0,,264580048.0,1753.0,48611557.0,114001210.0,Fall 2001,7975.0,8340.0,1868.0,1910.0,804.0,815.0,Fall 2001,1496.0,92.0,515.0,32.0,660.0,750.0,670.0,770.0,29.0,34.0,,,,,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.3749315,1524.0,1619.0,,
480,Duke University (NC),Duke,2005.0,24.0,87.0,45.0,,94.0,,,,4.6,2003,95.0,198419.0,"Duke University (Durham, NC)",3633699.0,,,,102052.0,205819.0,4914163.0,4142490.0,26007432.0,0.377,0.44299999999999995,0.354,0.995,0.262,122911.0,46362.0,76597149.0,,,,,,,,85060.0,,2936025.0,82659694.0,1188955.0,42364300.0,12333795.0,182726681.0,291884623.0,296827299.0,1450.0,53792174.0,115508977.0,Fall 2001,8269.0,9480.0,1961.0,1843.0,855.0,785.0,Fall 2001,1566.0,95.0,515.0,32.0,660.0,750.0,670.0,780.0,29.0,34.0,28.0,33.0,28.0,34.0,DUKE UNIVERSITY,DURHAM,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.37719977,1554.0,1640.0,1395.0,245.0
481,Duke University(NC),Duke,2006.0,,,,,92.0,,,,4.5,2004,95.0,198419.0,"Duke University (Durham, NC)",1188499.0,,,35522.0,1172613.0,158412.0,4914775.0,3442488.0,26761293.0,0.361,0.44,0.33899999999999997,0.995,0.22899999999999998,128543.0,46370.0,63109243.0,,,,,,,,95505.0,,2491004.0,84288377.0,899233.0,32945737.0,12320931.0,176593352.0,275815542.0,280921077.0,10423.0,40755744.0,110688068.0,Fall 2001,9024.0,9066.0,2074.0,1921.0,903.0,821.0,Fall 2001,1651.0,96.0,533.0,32.0,660.0,750.0,670.0,780.0,29.0,33.0,29.0,34.0,29.0,34.0,Duke University,Durham,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.36073533,1626.0,1724.0,,
482,Duke University(NC),Duke,2007.0,23.0,89.0,52.0,,92.0,,,,4.4,2005,95.0,198419.0,"Duke University (Durham, NC)",3510647.0,,,18931.0,1095641.0,208955.0,5615030.0,3798291.0,30420916.0,0.32,0.4,0.29600000000000004,0.995,0.179,131923.0,42213.0,59485742.0,,,,,,,,97527.0,,935124.0,95481953.0,925932.0,43734490.0,11154419.0,204137156.0,332034301.0,341894326.0,45498.0,48201516.0,155010735.0,Fall 2000,8375.0,8445.0,2073.0,1919.0,904.0,820.0,Fall 2000,1651.0,96.0,528.0,32.0,690.0,770.0,690.0,790.0,29.0,33.0,29.0,34.0,29.0,34.0,Duke University,Durham,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.3199821,1577.0,1683.0,,
483,Duke University (NC),Duke,2008.0,23.0,90.0,40.0,,90.0,,,,4.4,2006,95.0,198419.0,"Duke University (Durham, NC)",2539110.0,,,39985.0,1052018.0,157571.0,6302303.0,1677521.0,27889834.0,0.31,0.39299999999999996,0.28600000000000003,0.995,0.182,134312.0,41603.0,67782011.0,,,,,,,,116715.0,,1109165.0,102479094.0,1010959.0,44492617.0,12535112.0,211355105.0,372328154.0,380059931.0,90378.0,48869627.0,194643640.0,Fall 2000,8834.0,9325.0,2026.0,2096.0,850.0,833.0,Fall 2000,1600.0,95.0,537.0,32.0,650.0,760.0,680.0,780.0,29.0,34.0,,,,,Duke University,Durham,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.30974895,1587.0,1700.0,1480.0,220.0
484,Duke University (NC),Duke,2009.0,22.0,90.0,39.0,,90.0,,,,4.4,2007,95.0,198419.0,"Duke University (Durham, NC)",3467124.0,,,23115.0,1034481.0,395796.0,6721820.0,1624955.0,29197524.0,0.311,0.392,0.306,0.995,0.145,136428.0,42403.0,56097358.0,,,,,,,,124995.0,,2668460.0,130163071.0,1064504.0,40956808.0,15337762.0,250660799.0,385672922.0,391222124.0,112427.0,49862406.0,198381665.0,Fall 2000,8667.0,9081.0,2014.0,2063.0,855.0,845.0,Fall 2000,1574.0,93.0,608.0,36.0,660.0,750.0,680.0,790.0,29.0,34.0,30.0,34.0,29.0,35.0,Duke University,Durham,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,0.31080863,1579.0,1699.0,1434.0,265.0
485,,Duke,,,,,,,,,,,2008,95.0,198419.0,"Duke University (Durham, NC)",1303150.0,,,22133.0,23446.0,496336.0,7070077.0,1830458.0,25643503.0,0.281,0.363,0.27699999999999997,0.995,0.156,140194.0,39413.0,47033798.0,10110.0,1222287.0,11927.0,18738440.0,22037.0,19960727.0,,129624.0,,1375849.0,142532576.0,1455660.0,43628908.0,14523088.0,244467612.0,301647088.0,303973098.0,140944.0,46186434.0,166543473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28113186,,,,
486,East Carolina U.,East Carolina,1989.0,82.0,,,31.0,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,,,3202.0,558.0,2644.0
487,,East Carolina,,,,,,,,,,,1989,78.0,198464.0,"East Carolina University (Greenville, NC)",,,,,,,,,,,,,0.7598476252228886,,49352.0,9236.0,1367802.0,,,,,,,2404586.0,,682272.0,,,,,,,,7362308.0,,2404586.0,682272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1871454,,,,
488,,East Carolina,,,,,,,,,,,1990,78.0,198464.0,"East Carolina University (Greenville, NC)",,,,,,,,,,,,,0.7248197614859772,,51737.0,10777.0,1040124.0,,,,,,,1752502.0,,886994.0,,,,,,,,8595358.0,,1752502.0,886994.0,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.20830354,,,,
489,,East Carolina,,,,,,,,,,,1991,78.0,198464.0,"East Carolina University (Greenville, NC)",,,,,,,,,,,,,0.6140155018978661,,62702.0,10473.0,1726175.0,,,,,,,1541434.0,,1954655.0,,,,,,,,7346679.0,,1541434.0,1954655.0,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.16702816,,3521.0,693.0,2828.0
490,,East Carolina,,,,,,,,,,,1992,78.0,198464.0,"East Carolina University (Greenville, NC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
491,,East Carolina,,,,,,,,,,,1994,78.0,198464.0,"East Carolina University (Greenville, NC)",,,,,,,,,,,,,0.5624836487311415,,57335.0,11215.0,2358000.0,,,,,,,3528000.0,,209000.0,,,,,,,,8218000.0,,3528000.0,209000.0,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),10.0,1.0,1.0,0.19560479,,,,
492,,East Carolina,,,,,,,,,,,1995,78.0,198464.0,"East Carolina University (Greenville, NC)",,,,,,,,,,,,,0.5953414100739404,,57614.0,12701.0,2541000.0,,,,,,,2725000.0,,454000.0,,,,,,,,9101000.0,,2725000.0,454000.0,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),10.0,1.0,1.0,0.2204499,,2807.0,459.0,2348.0
493,,East Carolina,,,,,,,,,,,1996,78.0,198464.0,"East Carolina University (Greenville, NC)",,,,,,,,,,,,,0.5846780929471117,,59862.0,11060.0,2824000.0,,,,,,,2556000.0,,122000.0,,,,,,,,8389000.0,,2556000.0,122000.0,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),11.0,1.0,1.0,0.18475828,,,,
494,,East Carolina,,,,,,,,,,,1997,78.0,198464.0,"East Carolina University (Greenville, NC)",,,,,,,,,,,,,0.5114217524718718,,70392.0,13317.0,3239000.0,,,,,,,2454000.0,,442000.0,,,,,,,,8926000.0,,2454000.0,442000.0,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),12.0,2.0,1.0,0.18918343,,2819.0,459.0,2360.0
495,,East Carolina,,,,,,,,,,,1998,78.0,198464.0,"East Carolina University (Greenville, NC)",249114.0,,,910.0,,91269.0,2280790.0,119388.0,2819660.0,0.23800000000000002,,0.187,0.564,,63821.0,15191.0,4380290.0,5809.0,2747940.0,874.0,,6683.0,,4052470.0,12721.0,274508.0,,251508.0,274794.0,660872.0,2747940.0,5107070.0,,11716300.0,3257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2380251,,,,
496,,East Carolina,,,,,,,,,,,1999,78.0,198464.0,"East Carolina University (Greenville, NC)",174580.0,,,652.0,,142532.0,2726760.0,125600.0,3219420.0,0.209,,,,,71650.0,14975.0,6590060.0,6943.0,3529520.0,1130.0,,8073.0,,3641960.0,12473.0,8453480.0,,8299460.0,568566.0,2584790.0,3529520.0,17225100.0,,28866200.0,2656.0,,,,,,,,,,,,,,,,,,,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),13.0,2.0,1.0,0.20900209,0.0,3112.0,614.0,2498.0
497,,East Carolina,,,,,,,,,,,2000,78.0,198464.0,"East Carolina University (Greenville, NC)",226552.0,,,1531.0,,31362.0,1754702.0,190378.0,2248641.0,0.134,,,,,90767.0,12142.0,4558198.0,7302.0,3122902.0,385.0,,,,2809175.0,18781.0,2416453.0,,2024174.0,295467.0,2273688.0,3131902.0,9066962.0,,17675809.0,2625.0,,,Fall 2000,4287.0,6235.0,3010.0,4745.0,1269.0,1837.0,Fall 2000,2913.0,94.0,435.0,14.0,470.0,560.0,470.0,560.0,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),14.0,2.0,2.0,0.13377108,,3197.0,523.0,2674.0
498,,East Carolina,,,,,,,,,,,2001,78.0,198464.0,"East Carolina University (Greenville, NC)",275290.0,,,17866.0,,27172.0,2304096.0,253608.0,2929093.0,0.109,,,0.15,,104840.0,11448.0,6427737.0,7284.0,3101107.0,777.0,,,,1773100.0,17074.0,3530428.0,,3301063.0,381919.0,1135705.0,3101107.0,8858560.0,,32996255.0,1950.0,,,Fall 2000,4076.0,6357.0,3054.0,5101.0,1307.0,1877.0,Fall 2000,2973.0,93.0,421.0,13.0,470.0,550.0,470.0,560.0,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),14.0,2.0,1.0,0.109194964,3557.0,3580.0,748.0,2832.0
499,East Carolina U.,East Carolina,2004.0,77.0,15.0,14.0,,,,,,2.3,2002,78.0,198464.0,"East Carolina University (Greenville, NC)",266427.0,,,25777.0,,57921.0,2285165.0,44998.0,2707289.0,0.054000000000000006,,,0.315,0.38299999999999995,107819.0,5778.0,5363176.0,7596.0,3370551.0,730.0,2579107.0,8326.0,5949658.0,2470364.0,18029.0,2249895.0,,205765.0,408206.0,1559738.0,3370551.0,5670129.0,13986900.0,14220807.0,3987.0,,,Fall 2000,4513.0,6820.0,3335.0,5395.0,1444.0,2117.0,Fall 2000,3334.0,93.0,471.0,13.0,470.0,550.0,480.0,570.0,,,,,,,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.053589813,3508.0,3534.0,636.0,2898.0
500,East Carolina State U.,East Carolina,2005.0,78.0,14.0,6.0,,,,,,2.2,2003,78.0,198464.0,"East Carolina University (Greenville, NC)",322687.0,,1450.0,34873.0,,59066.0,2415077.0,74187.0,3066154.0,0.069,,,0.494,0.37799999999999995,112019.0,7675.0,5117576.0,,,,,,,2770424.0,15779.0,767457.0,,458504.0,739713.0,1830326.0,3666072.0,6898301.0,13539975.0,14276676.0,17718.0,,,Fall 2000,4316.0,6689.0,3170.0,5253.0,1344.0,2118.0,Fall 2000,3197.0,90.0,585.0,17.0,470.0,560.0,480.0,570.0,18.0,22.0,16.0,22.0,17.0,23.0,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.06851516,3480.0,3512.0,698.0,2814.0
501,East Carolina U.,East Carolina,2006.0,74.0,14.0,5.0,,,,,,2.3,2004,78.0,198464.0,"East Carolina University (Greenville, NC)",298942.0,,3090.0,24732.0,,51145.0,2445352.0,79264.0,3065273.0,0.071,,,0.57,0.39899999999999997,109211.0,7783.0,5210916.0,,,,,,,2715985.0,18840.0,1210366.0,,673466.0,538442.0,1810758.0,3683452.0,7872450.0,13064201.0,13151194.0,19461.0,,,Fall 2000,4205.0,6755.0,3107.0,5429.0,1311.0,2145.0,Fall 2000,3145.0,90.0,35.0,1.0,470.0,560.0,480.0,570.0,18.0,24.0,17.0,24.0,17.0,25.0,East Carolina University,Greenville,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.07126571,3241.0,3273.0,517.0,2756.0
502,East Carolina U.,East Carolina,2007.0,76.0,11.0,5.0,,,,,,2.2,2005,78.0,198464.0,"East Carolina University (Greenville, NC)",355033.0,,1745.0,58118.0,,66139.0,2652560.0,1141392.0,4340467.0,0.073,,,0.424,0.457,113083.0,8298.0,7146958.0,,,,,,,2959114.0,14458.0,1230884.0,,896509.0,523634.0,1289357.0,3949811.0,8511402.0,15645180.0,15698705.0,28288.0,,,Fall 2000,4579.0,7050.0,3161.0,5407.0,1248.0,1975.0,Fall 2000,3047.0,93.0,544.0,17.0,460.0,560.0,480.0,570.0,18.0,22.0,17.0,22.0,18.0,23.0,East Carolina University,Greenville,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.07337973,3842.0,3855.0,643.0,3212.0
503,East Caroina U.,East Carolina,2008.0,84.0,13.0,7.0,,,,,,2.1,2006,78.0,198464.0,"East Carolina University (Greenville, NC)",383081.0,256505.0,3415.0,185203.0,,115591.0,2923455.0,188298.0,4145767.0,0.07400000000000001,,,1.0,0.304,111638.0,8311.0,6555244.0,,,,,,,4426394.0,15305.0,4406288.0,200.0,3338705.0,600410.0,3430594.0,4389434.0,14650210.0,21590397.0,21620719.0,31632.0,,,Fall 2000,4859.0,7661.0,3590.0,6057.0,1459.0,2333.0,Fall 2000,3508.0,91.0,291.0,8.0,450.0,550.0,480.0,570.0,18.0,22.0,16.0,22.0,17.0,24.0,East Carolina University,Greenville,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.07444598,4211.0,4222.0,726.0,3496.0
504,,East Carolina,,,,,,,,,,,2007,78.0,198464.0,"East Carolina University (Greenville, NC)",402284.0,259210.0,2395.0,1119951.0,,207032.0,3078181.0,,5298778.0,0.09300000000000001,,,0.9640000000000001,0.284,115071.0,10694.0,8481922.0,,,,,,,4888928.0,15182.0,6113902.0,,4833934.0,752657.0,4168243.0,5269322.0,20367768.0,29911333.0,31526631.0,28223.0,,,Fall 2000,5855.0,8798.0,4869.0,7459.0,1660.0,2536.0,Fall 2000,4055.0,96.0,395.0,9.0,450.0,540.0,470.0,560.0,19.0,23.0,17.0,23.0,18.0,23.0,East Carolina University,Greenville,NC,North Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.09293393,4525.0,4538.0,856.0,3682.0
